Target_Location,Name,Cuisine,Rating,Cost_for_Two,URL
Bangalore,PizzaExpress,"Pizza, Italian, Salad, Bakery, Coffee, Beverages, Pasta, Cafe",4.4,"₹1,400 for two",https://www.zomato.com/bangalore/pizzaexpress-indiranagar-bangalore/info
Bangalore,Jeff's Cantina,"Bar Food, Italian",4.1,"₹2,400 for two",https://www.zomato.com/bangalore/jeffs-cantina-airport-road-bangalore/info
Bangalore,Kaavu,"Asian, European, Modern Indian, Cafe, Desserts, Bakery, Italian, Continental",4.1,"₹1,500 for two",https://www.zomato.com/bangalore/kaavu-whitefield-bangalore/info
Bangalore,Levels Pub & Kitchen,"Asian, South Indian, North Indian",4.5,"₹1,700 for two",https://www.zomato.com/bangalore/levels-pub-kitchen-jp-nagar-bangalore/info
Bangalore,Chin Lung Resto Bar - Koramangla,"Bar Food, Chinese, North Indian",4.1,"₹1,400 for two",https://www.zomato.com/bangalore/chin-lung-resto-bar-koramangla-koramangala-4th-block-bangalore/info
Bangalore,Float Brewery,"Bar Food, Continental, Italian, Asian, North Indian, Desserts, Pizza, Beverages",4.4,"₹2,000 for two",https://www.zomato.com/bangalore/float-brewery-kalyan-nagar-bangalore/info
Bangalore,Hitchki,"North Indian, Chinese, Continental, Biryani, Finger Food, Bar Food, Desserts, Beverages",4.3,"₹2,000 for two",https://www.zomato.com/bangalore/hitchki-kr-puram-bangalore/info
Bangalore,La Gioia,"Pizza, Italian, Pasta",4.0,"₹1,600 for two",https://www.zomato.com/bangalore/la-gioia-indiranagar-bangalore/info
Bangalore,Hungry Hippie,"North Indian, Italian, Continental, Mexican, Pizza, Fast Food, Desserts, Beverages",4.1,"₹1,200 for two",https://www.zomato.com/bangalore/hungry-hippie-koramangala-5th-block/info
Bangalore,1131 Bar + Kitchen By House Of Commons,"Finger Food, North Indian, Continental, Chinese, Italian, Asian, Desserts, Beverages",4.5,"₹2,000 for two",https://www.zomato.com/bangalore/1131-bar-kitchen-by-house-of-commons-indiranagar-bangalore/info
Bangalore,Sidewalk Bar & Kitchen,"North Indian, Continental, Chinese, Fast Food, Beverages",4.3,"₹1,800 for two",https://www.zomato.com/bangalore/sidewalk-bar-kitchen-marathahalli-bangalore/info
Bangalore,Jugni Kitchen & Bar,"North Indian, Modern Indian, Bar Food, Seafood, South Indian, Desserts, Beverages",4.4,"₹2,000 for two",https://www.zomato.com/bangalore/jugni-kitchen-bar-koramangala-5th-block-bangalore/info
Bangalore,Communiti,"American, Continental, European, Italian, Oriental, Burger, Beverages",4.5,"₹1,200 for two",https://www.zomato.com/bangalore/communiti-brigade-road-bangalore/info
Bangalore,Jolly Johnny's Bar,"North Indian, Continental, Chinese, Biryani, Pizza, Fast Food, Desserts, Beverages",4.5,"₹1,000 for two",https://www.zomato.com/bangalore/jolly-johnnys-bar-koramangala-8th-block-bangalore/info
Bangalore,Skyro,"North Indian, Asian, Chinese, Continental, Seafood",3.9,"₹1,500 for two",https://www.zomato.com/bangalore/skyro-nagarbhavi-bangalore/info
Bangalore,House Of Commons,"Bar Food, Fast Food, North Indian, Continental, Seafood, Italian, Chinese, Desserts",4.5,"₹1,200 for two",https://www.zomato.com/bangalore/house-of-commons-hsr-bangalore/info
Bangalore,Badmaash,"North Indian, South Indian, Mughlai, Kebab, Chinese, Biryani, Desserts",4.2,"₹1,800 for two",https://www.zomato.com/bangalore/badmaash-vijay-nagar-bangalore/info
Bangalore,21st Amendment Gastrobar,"North Indian, Pasta, Chinese, Bar Food, Continental, Beverages, Pizza, South Indian",4.3,"₹1,400 for two",https://www.zomato.com/bangalore/21st-amendment-gastrobar-indiranagar-bangalore/info
Bangalore,Bricks Bar & Kitchen,"Indian, Chinese, Beverages",4.5,"₹1,000 for two",https://www.zomato.com/bangalore/bricks-bar-kitchen-jp-nagar-bangalore/info
Bangalore,Barrys Sky Lounge,"Chinese, North Indian, Oriental, Mughlai, Biryani",4.1,"₹1,000 for two",https://www.zomato.com/bangalore/barrys-sky-lounge-kalyan-nagar-bangalore/info
Bangalore,Chili's American Grill & Bar,"Burger, Mexican, American, Tex-Mex, Fast Food, Desserts, Beverages",4.3,"₹2,000 for two",https://www.zomato.com/bangalore/chilis-american-grill-bar-bellandur-bangalore/info
Bangalore,Bunny Bar,"North Indian, Continental, Asian, Bar Food",4.4,"₹1,000 for two",https://www.zomato.com/bangalore/bunny-bar-koramangala-4th-block-bangalore/info
Bangalore,Watson's,"North Indian, Continental, Italian, European, Asian, Beverages, Desserts",4.4,"₹1,600 for two",https://www.zomato.com/bangalore/watsons-ulsoor/info
Bangalore,Geometry Brewery & Kitchen,"Chinese, North Indian, Italian, Continental, Pizza, Desserts, Beverages, Bar Food",4.3,"₹1,800 for two",https://www.zomato.com/bangalore/geometry-brewery-kitchen-rajajinagar-bangalore/info
Bangalore,Skyye,"Continental, Asian, Thai, Seafood, Italian, Beverages, Desserts",4.0,"₹2,200 for two",https://www.zomato.com/bangalore/skyye-lavelle-road/info
Bangalore,Candles Brewhouse,"Italian, Continental, American, Pizza, North Indian",4.2,"₹2,500 for two",https://www.zomato.com/bangalore/candles-brewhouse-hebbal-bangalore/info
Bangalore,Nando's- Flame Grilled PERi- PERi Chicken,"Burger, Healthy Food, Portuguese, Desserts",4.4,"₹1,500 for two",https://www.zomato.com/bangalore/nandos-flame-grilled-peri-peri-chicken-brigade-road-bangalore/info
Bangalore,Ambedo Kitchen|Taproom,"Continental, Asian, North Indian, Italian, Pizza, Sushi",4.7,"₹1,500 for two",https://www.zomato.com/bangalore/ambedo-kitchen-taproom-jp-nagar-bangalore/info
Bangalore,Plan B,"American, Continental, Burger, Pizza, Tex-Mex, Finger Food",4.0,"₹1,600 for two",https://www.zomato.com/bangalore/plan-b-1-new-bel-road-bangalore/info
Bangalore,Jewel Sizzle,"Mughlai, North Indian, Biryani",4.1,"₹1,000 for two",https://www.zomato.com/bangalore/jewel-sizzle-jp-nagar-bangalore/info
Bangalore,La Milano Pizzeria,"Pizza, Pasta, Italian, American, Mexican, Fast Food, Desserts, Beverages",4.1,₹400 for two,https://www.zomato.com/bangalore/la-milano-pizzeria-sarjapur-road-bangalore/info
Bangalore,You Mee,"Asian, Sushi, Japanese, Chinese, Desserts, Beverages",4.3,"₹2,000 for two",https://www.zomato.com/bangalore/you-mee-malleshwaram-bangalore/info
Bangalore,The Peak,"Continental, Mangalorean",4.3,"₹1,000 for two",https://www.zomato.com/bangalore/the-peak-2-sahakara-nagar-bangalore/info
Bangalore,Geometry Gastropub,"Continental, North Indian, Chinese, Mughlai, Biryani, Desserts, Beverages",4.4,"₹1,600 for two",https://www.zomato.com/bangalore/geometry-gastropub-new-bel-road-bangalore/info
Bangalore,Maize & Malt,"Continental, Asian, South Indian, North Indian, Salad, Momos, Desserts",4.3,"₹2,000 for two",https://www.zomato.com/bangalore/maize-malt-whitefield-bangalore/info
Bangalore,TBC- Sky Lounge,"Continental, Italian, Asian, North Indian, South Indian, Biryani, Desserts, Beverages",4.5,"₹1,500 for two",https://www.zomato.com/bangalore/tbc-sky-lounge-hsr-bangalore/info
Bangalore,Tipsy Bull - The Bar Exchange,"Finger Food, North Indian, Continental, Italian, Fast Food, Desserts",4.3,"₹1,200 for two",https://www.zomato.com/bangalore/tipsy-bull-the-bar-exchange-indiranagar-bangalore/info
Bangalore,K-OS TheGameBar,"Continental, Italian, North Indian, Finger Food, Asian, Fast Food",4.3,"₹1,700 for two",https://www.zomato.com/bangalore/k-os-thegamebar-koramangala-7th-block-bangalore/info
Bangalore,La Casa Brewery And Kitchen,"Continental, North Indian, Mughlai, Chinese, Finger Food, Steak, Desserts, Beverages",4.3,"₹2,000 for two",https://www.zomato.com/bangalore/la-casa-brewery-and-kitchen-sarjapur-road-bangalore/info
Bangalore,AEIOU,"Continental, Pizza",N/A,"₹1,000 for two",https://www.zomato.com/bangalore/aeiou-nagawara-bangalore/info
Bangalore,Quattro - The Leela Bhartiya City Bengaluru,"North Indian, Mediterranean, European",4.4,"₹3,500 for two",https://www.zomato.com/bangalore/quattro-the-leela-bhartiya-city-bengaluru-jakkur-bangalore/info
Bangalore,Shift Lounge & Bar,"Finger Food, Continental, North Indian, Salad, Seafood, Mughlai, Alcoholic Beverages, Beverages",4.1,"₹1,000 for two",https://www.zomato.com/bangalore/shift-lounge-bar-hsr-bangalore/info
Bangalore,Paradise Biryani - A Legend Since 1953,"Biryani, Kebab, North Indian, Rolls, Chinese, Desserts",4.1,"₹1,100 for two",https://www.zomato.com/bangalore/paradise-biryani-a-legend-since-1953-itpl-main-road-whitefield-bangalore/info
Bangalore,Catch Up,"Chinese, North Indian, Continental, Biryani, Fast Food, Desserts",4.2,"₹1,200 for two",https://www.zomato.com/bangalore/catch-up-hsr-bangalore/info
Bangalore,Just BLR Arena,"Continental, North Indian, Italian, Beverages",4.3,"₹1,800 for two",https://www.zomato.com/bangalore/just-blr-arena-1-brigade-road-bangalore/info
Bangalore,Chowman,"Chinese, Asian, Thai, Seafood, Sichuan, Desserts, Beverages",4.5,"₹1,400 for two",https://www.zomato.com/bangalore/chowman-indiranagar-bangalore/info
Bangalore,The Druid Garden,"Asian, Pizza, Italian, Chinese, Mangalorean, Steak, Desserts",4.2,"₹1,800 for two",https://www.zomato.com/bangalore/the-druid-garden-sahakara-nagar-bangalore/info
Bangalore,"The Studs Sports Bar - All Day Café, Taproom & Kitchen","North Indian, Bar Food, Italian, Continental, Biryani, Pizza, Chinese, Alcoholic Beverages",4.1,"₹1,200 for two",https://www.zomato.com/bangalore/the-studs-sports-bar-all-day-caf%C3%A9-taproom-kitchen-jp-nagar-bangalore/info
Bangalore,The Creek - The Den Bengaluru,"North Indian, South Indian, Asian, Pizza, Desserts",4.1,"₹3,000 for two",https://www.zomato.com/bangalore/the-creek-the-den-bengaluru-whitefield/info
Bangalore,Bamey's Restro Cafe,"Asian, Nepalese, Momos",4.2,₹950 for two,https://www.zomato.com/bameys/info
Bangalore,Tim Hortons,"Cafe, Coffee, Beverages, Desserts, Sandwich, Fast Food",4.2,₹800 for two,https://www.zomato.com/bangalore/tim-hortons-koramangala-8th-block-bangalore/info
Bangalore,Liquids Bar & Kitchen,"Bar Food, Asian, North Indian, Pizza, Continental",4.2,"₹1,500 for two",https://www.zomato.com/bangalore/liquids-bar-kitchen-new-bel-road-bangalore/info
Bangalore,The Bangalore Cafe,"North Indian, Italian, Continental, Biryani, Chinese, Desserts",4.2,₹950 for two,https://www.zomato.com/bangalore/the-bangalore-cafe-1-shanti-nagar-bangalore/info
Bangalore,BANOFFEE,"Continental, Mexican, European, Beverages, Desserts",4.1,"₹1,000 for two",https://www.zomato.com/bangalore/banoffee-hsr-bangalore/info
Bangalore,District 6 Pub Brewery & Kitchen,"North Indian, Pizza, Italian, Bar Food, Continental, Asian, Desserts",4.4,"₹2,500 for two",https://www.zomato.com/bangalore/district-6-pub-brewery-kitchen-malleshwaram-bangalore/info
Bangalore,Bira 91 Taproom,"Continental, Fast Food, Bar Food, North Indian, Italian, Beverages",4.1,"₹2,500 for two",https://www.zomato.com/bangalore/bira-91-taproom-koramangala-4th-block-bangalore/info
Bangalore,California Burrito,"Mexican, American, Continental, Healthy Food, Beverages, Fast Food",4.0,₹450 for two,https://www.zomato.com/bangalore/california-burrito-1-whitefield-bangalore/info
Bangalore,Pasta Street,"Italian, Pasta, Pizza, Continental, Salad, Healthy Food, Desserts, Beverages",4.6,"₹1,800 for two",https://www.zomato.com/bangalore/pasta-street-jp-nagar-bangalore/info
Bangalore,Uru Brewpark,"Continental, North Indian, Italian, Chinese, Asian, Pizza, Lebanese, Beverages",4.3,"₹2,200 for two",https://www.zomato.com/bangalore/uru-brewpark-jp-nagar-bangalore/info
Bangalore,Aromas Of Biryani,"Biryani, North Indian, South Indian, Hyderabadi",3.9,"₹1,000 for two",https://www.zomato.com/bangalore/aromas-of-biryani-kammanahalli-bangalore/info
Bangalore,Windmills,"Continental, North Indian, Mughlai, Kebab, Desserts",4.8,"₹3,500 for two",https://www.zomato.com/bangalore/windmills-1-whitefield-bangalore/info
Bangalore,Chavadi Native Kitchen Community Cafe,"North Indian, South Indian, Seafood, Desserts, Beverages",4.3,"₹1,200 for two",https://www.zomato.com/bangalore/chavadi-native-kitchen-community-cafe-bannerghatta-road-bangalore/info
Bangalore,Neo Kitchen - Hilton Embassy Manyata Business Park,"Asian, Continental, Italian, South Indian, North Indian, Biryani, Desserts, Beverages",4.1,"₹3,100 for two",https://www.zomato.com/bangalore/neo-kitchen-hilton-embassy-manyata-business-park-nagawara-bangalore/info
Bangalore,Harley's Fine Baking,"Bakery, Sandwich, Desserts",4.3,₹600 for two,https://www.zomato.com/bangalore/harleys-fine-baking-jp-nagar-bangalore/info
Bangalore,Feast - Sheraton Grand Bengaluru Whitefield Hotel & Convention Centre,"Continental, South Indian, North Indian, Desserts, Beverages",4.3,"₹3,500 for two",https://www.zomato.com/bangalore/feast-sheraton-grand-bengaluru-whitefield-hotel-convention-centre-whitefield-bangalore/info
Bangalore,Barista Coffee,"Cafe, Coffee, Tea, Desserts",4.1,₹600 for two,https://www.zomato.com/bangalore/barista-coffee-nagawara-bangalore/info
Bangalore,1522 - The Pub,"Bar Food, North Indian, Chinese, Mughlai, Salad, Continental, South Indian, BBQ",3.9,"₹1,800 for two",https://www.zomato.com/bangalore/1522-the-pub-koramangala-4th-block/info
Bangalore,Long Boat Brewing Co.,"Asian, Chinese, North Indian, Pizza, South Indian, Continental",4.3,"₹2,000 for two",https://www.zomato.com/bangalore/long-boat-brewing-co-marathahalli-bangalore/info
Bangalore,Good Flippin' Burgers,"Burger, American",3.8,₹650 for two,https://www.zomato.com/bangalore/good-flippin-burgers-bellandur-bangalore/info
Bangalore,Dali & Gala,"South Indian, Asian, Burmese, Chinese, Continental",3.9,"₹2,000 for two",https://www.zomato.com/bangalore/dali-gala-mg-road-bangalore/info
Bangalore,Bombay Adda,"Continental, North Indian, Asian, Pizza, Fast Food, Kebab, Desserts, Beverages",4.2,"₹2,000 for two",https://www.zomato.com/bangalore/bombay-adda-koramangala-7th-block-bangalore/info
Bangalore,Truffles,"Burger, Italian, Desserts, Continental, American, Fast Food, Beverages",4.7,"₹1,100 for two",https://www.zomato.com/bangalore/truffles-koramangala-5th-block/info
Bangalore,Hangover Brewery,"Continental, North Indian, Chinese, Finger Food, Burger, Pizza, Desserts",4.0,"₹2,000 for two",https://www.zomato.com/bangalore/hangover-brewery-koramangala-7th-block-bangalore/info
Bangalore,Brik Oven,"Pizza, Italian, Beverages, Desserts, Shake",4.5,"₹1,200 for two",https://www.zomato.com/bangalore/brik-oven-bellandur-bangalore/info
Bangalore,We: Neighborhood,"European, American, North Indian, Burger, Pizza, Desserts, Beverages",4.5,"₹1,000 for two",https://www.zomato.com/bangalore/we-neighborhood-brigade-road-bangalore/info
Bangalore,Toca Brigade & Terrace,"South Indian, North Indian, Continental, Chinese, Seafood, Pasta",4.2,"₹1,100 for two",https://www.zomato.com/bangalore/toca-brigade-terrace-brigade-road-bangalore/info
Bangalore,Imperial Restaurant - Since 1954,"North Indian, Mughlai, Chinese, Biryani, Seafood, Desserts, Shake, Beverages",4.0,"₹1,000 for two",https://www.zomato.com/bangalore/imperial-restaurant-since-1954-marathahalli-bangalore/info
Bangalore,Malgudi Mylari Mane,"South Indian, Biryani",4.6,"₹1,000 for two",https://www.zomato.com/bangalore/malgudi-mylari-mane-1-koramangala-5th-block-bangalore/info
Bangalore,Original Burger Co.,"Burger, Fast Food, Desserts",4.1,₹600 for two,https://www.zomato.com/bangalore/original-burger-co-kalyan-nagar-bangalore/info
Bangalore,The Golden Circle Brewery,"North Indian, Asian, Italian, Continental, Beverages, Desserts",4.3,"₹1,500 for two",https://www.zomato.com/bangalore/the-golden-circle-brewery-sarjapur-road-bangalore/info
Bangalore,Easy Tiger,"Finger Food, Continental",4.1,"₹1,700 for two",https://www.zomato.com/bangalore/easy-tiger-church-street/info
Bangalore,DNC - Dash and Coop,"Sandwich, Street Food, Burger, Continental, American, Fast Food, Cafe, Finger Food",3.6,₹500 for two,https://www.zomato.com/bangalore/dnc-dash-and-coop-hsr-bangalore/info
Bangalore,Techila,"North Indian, Burger, Biryani, Pizza, Chinese, Mexican, Fast Food, Rolls",4.3,"₹1,200 for two",https://www.zomato.com/bangalore/techila-nagawara-bangalore/info
Bangalore,The Watering Hole,"Continental, North Indian, European, Asian, Desserts, Beverages",4.1,"₹1,400 for two",https://www.zomato.com/bangalore/the-watering-hole-btm-bangalore/info
Bangalore,Drunken Daddy,"North Indian, Continental, Fast Food, Oriental, Finger Food, Biryani, Beverages",4.3,"₹1,400 for two",https://www.zomato.com/bangalore/drunken-daddy-koramangala-5th-block-bangalore/info
Bangalore,Kongsi Tea Bar,"Bubble Tea, Tea, Beverages, Shake",3.6,₹350 for two,https://www.zomato.com/bangalore/kongsi-tea-bar-jayanagar-bangalore/info
Bangalore,Raahi Neo Kitchen and Bar,"North Indian, Pasta, Pizza, Desserts, Beverages",3.8,"₹2,000 for two",https://www.zomato.com/bangalore/raahi-neo-kitchen-and-bar-church-street-bangalore/info
Bangalore,Wild Pour,"Continental, North Indian, Asian",4.0,"₹1,000 for two",https://www.zomato.com/bangalore/wild-pour-hennur-bangalore/info
Bangalore,Brahma Brews,"Asian, North Indian, South Indian",4.6,"₹2,500 for two",https://www.zomato.com/bangalore/brahma-brews-jp-nagar-bangalore/info
Bangalore,The Coffee Brewery,"Cafe, Coffee, Sandwich, Mexican, Healthy Food, Fast Food, Desserts, Shake",4.2,₹750 for two,https://www.zomato.com/bangalore/the-coffee-brewery-malleshwaram-bangalore/info
Bangalore,The Palms Brew & Kitchen,"Modern Indian, North Indian",N/A,"₹1,600 for two",https://www.zomato.com/bangalore/the-palms-brew-kitchen-jp-nagar-bangalore/info
Bangalore,M Cafe - Bengaluru Marriott Hotel Whitefield,"North Indian, Continental, Italian, Thai",4.0,"₹3,800 for two",https://www.zomato.com/bangalore/m-cafe-bengaluru-marriott-hotel-whitefield-whitefield/info
Bangalore,Meghana Foods,"Biryani, Andhra, North Indian, Seafood",4.2,"₹1,000 for two",https://www.zomato.com/bangalore/meghana-foods-residency-road/info
Bangalore,Flyover Drinkery,"Oriental, Italian, Continental, Mangalorean, Thai, North Indian, South Indian",4.4,"₹1,500 for two",https://www.zomato.com/bangalore/flyover-drinkery-hebbal-bangalore/info
Bangalore,Bg'S Poolside Bar & Grill - Courtyard By Marriott,"Mediterranean, Italian, Mexican, Fast Food, Desserts",4.0,"₹2,000 for two",https://www.zomato.com/bangalore/bgs-poolside-bar-grill-courtyard-by-marriott-bellandur-bangalore/info
Bangalore,Monsoon - The Park Bangalore,"Italian, North Indian, Continental, Asian, Seafood, Desserts",3.9,"₹3,500 for two",https://www.zomato.com/bangalore/monsoon-the-park-bangalore-mg-road-bangalore/info
Bangalore,Dhwani,"Bar Food, North Indian, Fast Food, South Indian, Asian, Momos",4.5,"₹1,000 for two",https://www.zomato.com/bangalore/dhwani-indiranagar-bangalore/info
Bangalore,Onesta,"Pizza, Sandwich, Pasta, Fast Food, Desserts, Beverages",4.0,₹700 for two,https://www.zomato.com/bangalore/onesta-kanakapura-road-bangalore/info
Bangalore,Soka,"Bar Food, Continental",4.7,"₹1,000 for two",https://www.zomato.com/bangalore/soka-indiranagar-bangalore/info
Bangalore,Phurr,"North Indian, Continental, Beverages",4.5,"₹2,000 for two",https://www.zomato.com/bangalore/phurr-jayanagar-bangalore/info
Bangalore,Olive Beach,"Italian, Pizza, Mediterranean, Continental, European, Beverages, Desserts",4.4,"₹3,500 for two",https://www.zomato.com/bangalore/olive-beach-richmond-road-bangalore/info
Bangalore,Dot.yum - Aloft Hotel,"Continental, Oriental, North Indian, Desserts, Beverages",3.7,"₹2,500 for two",https://www.zomato.com/bangalore/dot-yum-aloft-hotel-whitefield/info
Bangalore,Drava,"Continental, Fast Food, North Indian, Asian, Beverages",4.1,"₹1,800 for two",https://www.zomato.com/bangalore/drava-koramangala-5th-block-bangalore/info
Bangalore,Restaurant Chef Pillai,N/A,4.3,"₹1,000 for two",https://www.zomato.com/bangalore/restaurant-chef-pillai-brigade-road-bangalore/info
Bangalore,The Biere Club,"Bar Food, Continental, Italian, Burger, Salad, Mediterranean, Pizza, Alcoholic Beverages",4.2,"₹2,600 for two",https://www.zomato.com/bangalore/the-biere-club-lavelle-road-bangalore/info
Bangalore,Empire Restaurant - Since 1966,"North Indian, Biryani, Kebab, South Indian, Mughlai, Chinese, Seafood, Shawarma",4.0,₹950 for two,https://www.zomato.com/bangalore/empire-restaurant-since-1966-majestic-bangalore/info
Bangalore,Yaara Da Dhaba (Pure Veg),"North Indian, Chinese, Healthy Food, Street Food, Beverages, Desserts",N/A,₹500 for two,https://www.zomato.com/bangalore/yaara-da-dhaba-pure-veg-nagawara-bangalore/info
Bangalore,The 13th Floor,"North Indian, Asian, Kebab, Chinese, Salad, Beverages, Desserts",4.3,"₹2,500 for two",https://www.zomato.com/bangalore/the-13th-floor-mg-road-bangalore/info
Bangalore,Punjabi Swag,"North Indian, Mughlai, Biryani, Chinese, Asian, Desserts",3.8,"₹1,200 for two",https://www.zomato.com/bangalore/punjabi-swag-btm/info
Bangalore,Dishkeyaun,"Modern Indian, Biryani, Desserts, North Indian",4.2,"₹2,000 for two",https://www.zomato.com/bangalore/dishkeyaun-1-brigade-road-bangalore/info
Bangalore,BaroO BLR,N/A,4.2,"₹1,000 for two",https://www.zomato.com/bangalore/baroo-blr-new-bel-road-bangalore/info
Bangalore,Cubbon Pavilion - ITC Gardenia,"European, Continental, Chinese, Thai, South Indian, North Indian, Beverages",4.2,"₹3,000 for two",https://www.zomato.com/bangalore/cubbon-pavilion-itc-gardenia-residency-road-bangalore/info
Bangalore,Indian Biere House,"Continental, Mediterranean, North Indian, Asian, Bar Food, Italian, Desserts, Beverages",4.5,"₹2,500 for two",https://www.zomato.com/bangalore/indian-biere-house-jp-nagar-bangalore/info
Bangalore,Night Owl Sky Lounge,"North Indian, Asian, Modern Indian, Finger Food, Oriental, Desserts, Beverages",4.2,"₹1,900 for two",https://www.zomato.com/bangalore/night-owl-sky-lounge-ulsoor-bangalore/info
Bangalore,Alienkind,N/A,N/A,₹200 for two,https://www.zomato.com/bangalore/alienkind-indiranagar-bangalore/info
Bangalore,Espressoulster Coffee,"Cafe, Coffee, Fast Food",4.8,₹660 for two,https://www.zomato.com/bangalore/espressoulster-coffee-2-koramangala-4th-block-bangalore/info
Bangalore,Memories Resto Bar,"North Indian, Mughlai, Biryani, Chinese, Pizza, Pasta, Salad, Beverages",3.9,₹650 for two,https://www.zomato.com/bangalore/memories-resto-bar-bommanahalli-bangalore/info
Bangalore,23rd Street Pizza,"Pizza, American",4.2,"₹2,000 for two",https://www.zomato.com/bangalore/23rd-street-pizza-brigade-road-bangalore/info
Bangalore,Lux Pub And Kitchen,"Asian, Chinese, Pizza, Pasta, Fast Food, Alcoholic Beverages, Bar Food",N/A,"₹1,500 for two",https://www.zomato.com/bangalore/lux-pub-and-kitchen-1-koramangala-7th-block-bangalore/info
Bangalore,Blotto Bar and Kitchen,"Mangalorean, Seafood, Continental, North Indian",4.4,"₹2,000 for two",https://www.zomato.com/bangalore/blotto-bar-and-kitchen-sadashiv-nagar-bangalore/info
Bangalore,Citrus Cafe - Lemon Tree Hotel,"South Indian, North Indian, Continental, Fast Food, Chinese, Oriental, Desserts, Beverages",3.7,"₹2,500 for two",https://www.zomato.com/bangalore/citrus-cafe-lemon-tree-hotel-electronic-city/info
Bangalore,Lumara Bar & Kitchen,"Bar Food, North Indian, Chinese, Asian, Continental, Biryani, Sushi, Desserts",4.2,"₹2,000 for two",https://www.zomato.com/bangalore/lumara-bar-kitchen-mg-road-bangalore/info
Bangalore,Blurred,"North Indian, South Indian, Continental, Chinese",4.0,"₹1,000 for two",https://www.zomato.com/bangalore/blurred-koramangala-5th-block-bangalore/info
Bangalore,Sharief Bhai Biryani,"Biryani, North Indian, Mughlai, Chinese, Kebab, Rolls, Desserts, Beverages",4.0,"₹1,000 for two",https://www.zomato.com/bangalore/sharief-bhai-biryani-jalahalli-bangalore/info
Bangalore,The Local,"Pizza, Continental, Burger, Seafood, Kerala, Finger Food, Beverages",4.4,"₹1,600 for two",https://www.zomato.com/bangalore/the-local-kalyan-nagar-bangalore/info
Bangalore,Kebapci,"Kebab, Mandi, Turkish",3.9,"₹1,400 for two",https://www.zomato.com/bangalore/kebapci-1-kanakapura-road-bangalore/info
Bangalore,Magnolia Bakery,"Bakery, Desserts",3.9,₹700 for two,https://www.zomato.com/bangalore/magnolia-bakery-indiranagar-bangalore/info
Bangalore,The Big Barbeque,"North Indian, Chinese, Fast Food, Salad, Ice Cream, Desserts",4.2,"₹1,600 for two",https://www.zomato.com/bangalore/the-big-barbeque-electronic-city-bangalore/info
Bangalore,Marbella Multicuisine Rooftop,"Continental, North Indian, Asian, Beverages",3.9,"₹1,200 for two",https://www.zomato.com/bangalore/marbella-multicuisine-rooftop-jayanagar-bangalore/info
Bangalore,Mezera Brewery & Kitchen,N/A,4.2,"₹1,600 for two",https://www.zomato.com/bangalore/mezera-brewery-kitchen-jp-nagar-bangalore/info
Bangalore,Nandhana Palace,"Biryani, Andhra, North Indian, Chinese, Desserts, Ice Cream, Beverages",4.0,"₹1,000 for two",https://www.zomato.com/bangalore/nandhana-palace-seegehalli-bangalore/info
Bangalore,Klava,"Bakery, Desserts, Coffee, Shake",3.5,₹800 for two,https://www.zomato.com/bangalore/klava-brigade-road-bangalore/info
Bangalore,The Coffee Brewery,"Cafe, Coffee, Sandwich, Fast Food, Desserts, Tea, Beverages",3.6,₹800 for two,https://www.zomato.com/bangalore/the-coffee-brewery-kalyan-nagar-bangalore/info
Bangalore,Boche Club,"Bar Food, North Indian, Continental, Pasta, Fast Food, Chinese, Salad, Desserts",4.0,"₹2,000 for two",https://www.zomato.com/bangalore/boche-club-brigade-road-bangalore/info
Bangalore,Burger Seigneur,"Burger, American, Continental, Fast Food, Desserts, Coffee, Cafe, Beverages",3.8,"₹1,100 for two",https://www.zomato.com/bangalore/burger-seigneur-church-street-bangalore/info
Bangalore,The Chocolate Room,"Desserts, North Indian, Chinese, Pizza, Fast Food, Ice Cream, Coffee, Shake",3.7,₹550 for two,https://www.zomato.com/bangalore/the-chocolate-room-1-whitefield-bangalore/info
Bangalore,Imperio Restaurant,"Biryani, South Indian, Kebab, North Indian, Chinese, Desserts, Beverages, Shawarma",4.0,"₹1,000 for two",https://www.zomato.com/bangalore/imperio-restaurant-kalyan-nagar-bangalore/info
Bangalore,Bar Spirit Forward,"Continental, Asian, Beverages",4.2,"₹2,600 for two",https://www.zomato.com/bangalore/bar-spirit-forward-lavelle-road-bangalore/info
Bangalore,Backstreet Brewery,"Italian, Bar Food, Pizza, North Indian, Asian, Desserts, Beverages",4.4,"₹1,800 for two",https://www.zomato.com/bangalore/backstreet-brewery-sarjapur-road-bangalore/info
Bangalore,Prime Golf - Brewing & Golfing,"Modern Indian, Beverages, Momos",4.3,"₹2,000 for two",https://www.zomato.com/bangalore/prime-golf-brewing-golfing-whitefield-bangalore/info
Bangalore,Nahdi Mandi,N/A,4.1,₹500 for two,https://www.zomato.com/bangalore/nahdi-mandi-btm-bangalore/info
Bangalore,Chai Point,"Tea, Coffee, Beverages, Shake, Fast Food, Rolls, Desserts, Cafe",3.8,₹550 for two,https://www.zomato.com/bangalore/chai-point-1-hsr/info
Bangalore,24@43 - The Oterra,"North Indian, Asian, Continental, Fast Food, Biryani, Desserts",4.1,"₹3,700 for two",https://www.zomato.com/bangalore/2443-the-oterra-electronic-city/info
